Car Name,Price,Mileage,Year,Transmission,Gearbox,Horsepower,Fuel Type,Location,Description
Jeep Wrangler,195 000 DT,100 000 km,2016,Intégrale,Automatique,13 cv,Diesel,Nabeul,"Annee: 2016
Km: 100000
Diesel
Version: Rubicon
Modifs:
2 parechocs rugged ridge
Marche pieds: rugged ridge
Calandre angry bird
Barre led rigid
4 fenders Rigid
4 garde boue: Bushwacker
Kit suspension bilstein 2.5´
Feux avant LeD modifiés
Feux arriere Led modifiés
Jantes 17 Bawarrion
Pneu 315
Intérieur cuir personnalisé
Attache remorque
…
Whatsapp: 0033658763883"
KIA XCeed,102 000 DT,21 000 km,2022,Traction,Automatique,9 cv,Essence,Bizerte,Véhicule 1ere main.comme neuf.
Ford Fusion,105 000 DT,19 000 km,2021,Traction,Automatique,9 cv,Essence,Bizerte,Véhicule 1ere main.comme neuf.
Volkswagen Golf 7,30 000 DT,227 000 km,2013,Traction,Automatique,5 cv,Diesel,Sousse,"Je vends  ma Volkswagen Golf 7 TDI 1.6 de 2013, fiable et économique, idéale pour un usage quotidien ou professionnel. Exonérée de taxes pour une personne handicapée, elle est en excellent état mécanique avec un entretien complet.

Caractéristiques principales :

• Moteur : 1.6 TDI (diesel)
• Kilométrage : 227 000 km
• Boîte de vitesses : Automatique (boîte mécatronique remplacée).
• Couleur extérieure : Gris métallisé
• État intérieur : Propre et confortable.

Entretien récent :

• Vidange tous les 15 000 km
• Distribution refaite
• Amortisseurs, disques et plaquettes avant/arrière neufs
• Pneus neufs
• Capteurs huile et liquide de refroidissement neufs.

Consommation :

• 200-300 DT de gazole par mois (40-50 km/jour).

Rayures mineures (réparables pour 1 000 DT).
Prix : 30 000 DT sans réparation, 32 000 DT réparée.

WhatsApp : +33 6 56 81 29 82"
Mercedes-Benz Classe A AMG,165 000 DT,25 000 km,2022,Traction,Automatique,8 cv,Hybride,Tunis,-Classe A 250 AMG (Night )                                                                                                                                                                                                        -Importée d'Allemagne                                                                                                                                                                                                              -toutes options avec affichage tête haute
Hyundai Grand i10 High Grade,37 000 DT,155 000 km,2021,Traction,Manuelle,5 cv,Essence,Bizerte,"Citadine, 5 cv, transmission Traction, Autoradio, Apple Carplay, Android Auto, Bluetooth"
BMW Série 3 Confort Sport Line,75 000 DT,158 000 km,2014,Propulsion,Automatique,7 cv,Essence,Sfax,"BMW F30 316i très bon etat
- Modele :  2014
- Kilométrage : 157000km
- Puissance Fiscale : 7 cv
- Intérieur cuir
- Energie : Essence
- Start & Stop
- Boite automatique ( 8 rapports )
- 3 mode de conduite ( eco comfort et sport )
- Radar de recul
-Bluetooth
- Régulateur de vitesse
- limiteur de vitesse"
Mitsubishi L200 Double Cabine GL,39 000 DT,400 000 km,2006,Intégrale,Manuelle,10 cv,Diesel,Tunis,"Bon état, 4 pneus neufs ,importée de Dubai avec ses accessoires  (marches pieds,buffle,Carry boy ,…)"
Mercedes-Benz Classe C,150 000 DT,80 000 km,2019,Intégrale,Automatique,11 cv,Hybride,Sousse,Mercedes c200 hybrid pack exclusive
KIA Sportage,110 000 DT,69 000 km,2019,Traction,Automatique,8 cv,Diesel,Ariana,"SUV/4x4, 8 cv, transmission Traction"
Mercedes-Benz CLA,79 000 DT,112 000 km,2015,Traction,Automatique,7 cv,Essence,Sfax,"Jamais accidentée, entretien régulier.  Diagnostic possible"
Peugeot 308,49 000 DT,50 000 km,2018,Traction,Manuelle,6 cv,Essence,Tunis,"1ere main, véhicule très peu utilisé avec très bas kilométrage, entretiens à jour exclusivement effectué chez le concessionnaire avec factures à l’appui + anticipation des entretiens par le constructeur et sous garantie
Prix négociable"
Citroën C4 Coupé VTS,23 000 DT,190 000 km,2008,Traction,Manuelle,7 cv,Essence,Ariana,Détecteur carte mâle à en levé (panne carte)
Mercedes-Benz Classe A Style,95 000 DT,59 550 km,2020,Traction,Manuelle,6 cv,Essence,Médenine,"MERCEDES-BENZ CLASS A 160 STYLE LINE ENCORE SOUS GARANTIE
État :  Première main, jamais accidenté, très propre et très bien entretenu visible à Medenine.
Catégorie : Coupé Sport
Date immatriculation : 07/2020
Transmission : Boîte de vitesse mécanique
Carburant : Essence
Kilométrage : 59 550 km
Puissance : 109 Ch DIN
Puissance fiscale : 6 CV
Cylindrée : 1 332 ccm
Nombre de places : 5
Nombre de portes : 4/5
Norme antipollution : Euro6
Véhicule dédouané série 241
Couleur : Blanc peinture métallisée
Nom de couleur constructeur : Polarweib
Importé de France en 2023
Contact uniquement par WhatsApp : +216 28 737 757"
Haval H6,114 000 DT,41 000 km,2022,Traction,Automatique,8 cv,Essence,Tunis,"A vendre haval h6 etat comme neuf !!
Voiture première main état maison mère
Jamais accidentée 0 peinture
Toutes entretiens chez maison mère
Prix choc!!"
Peugeot 2008 Allure,48 000 DT,93 000 km,2017,Propulsion,Manuelle,5 cv,Essence,Tunis,"SUV/4x4, 5 cv, transmission Propulsion, Accoudoir avant, Autoradio, Autoradio CD/Mp3, Bluetooth, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Ford Focus Titanium,46 000 DT,179 000 km,2018,Traction,Automatique,7 cv,Essence,Kairouan,"Ford focus Titanium ecoboost 125 ch (première main) entretenu chez maison Ford
2018 - 179000Km
- Boite auto
- Camera de recul
- Ecran tactile
- Apple car play + android auto (SYNC 3)
- Retroviseurs electriques rabattables et degivrants
- Phares directionnels bi-xenon
- Allumage automatique des feux + detecteur de pluie
- Regulateur et limiteur de vitesse
- Climatiseur automatique bizone
- Controle de pression des pneus
Tel : 25 811 220"
Mercedes-Benz GLC Coupé AMG,270 000 DT,45 000 km,2021,Traction,Automatique,12 cv,Hybride,Sfax,"Pour plus d’informations merci de me contacter
Possibilité d’échange
+4917681405175 whatsapp"
Mahindra KUV 100,40 500 DT,800 km,2024,Traction,Manuelle,5 cv,Essence,Tunis,"À vendre : Mahindra KUV 100 K8
- Date de circulation :  24 décembre 2024
- Garantie :  3 ans de garantie
- 1er Vidange gratuite

 Options et équipements :
-  Boîte manuelle
-  Radar de recul pour faciliter vos manœuvres
-  GPS intégré pour une navigation facile et rapide
-  Écran tactile 7 pouces avec autoradio, 4 haut-parleurs, commandes au volant
-  Connectivité : USB, AUX, Bluetooth
-  Climatisation et chauffage pour votre confort
-  4 vitres électriques pour plus de praticité
-  Airbags frontaux pour une sécurité optimale
-  Vitesse maximale : 160 km/h |  0-100 km/h en 14.5 secondes
- Fermeture centralisée à distance pour plus de sécurité et de commodité

 Performance et conduite :
-  Consommation économique pour économiser sur le carburant
-  Confort : Conduite agréable et réactive

Prix maison:  43 960 TND
Prix à vendre :  41 000 TND (vous faites déjà un bénéfice de 3500 TND minimum !)
le prix est un peu négo"
MG ZS Luxe,68 000 DT,150 000 km,2018,Traction,Automatique,7 cv,Essence,Tunis,"À VENDRE : MG ZS 1.5L

Phone : 56 860 394

 • 1ere Immatriculation
 • Décembre 2018 - Série 208
 • Kilométrage : 150 km
 • Carburant : Essence
 • Puissance fiscale : 7 CV
 • 4 Cylindres
 • Transmission : Boîte automatique/S
 • 4 pneus neufs
 • Films anti-UV (vitres teintées)
 • Cache Moteur intégral original chez MG
 • Visite technique Déc 2024
 • Tous les entretiens effectués chez le concessionnaire MG avec carnet de suivi.
 • Vidange 150 Km Effectué"
Hyundai i20 High Grade,64 000 DT,26 000 km,2023,Traction,Manuelle,5 cv,Essence,Tunis,I 20 Premier main hight grade
KIA Rio 5p Prestige,50 000 DT,102 000 km,2018,Traction,Manuelle,5 cv,Essence,Médenine,"Kia Rio Prestige, modèle 2018, en parfait état avec 102.000km.

- Caractéristiques principales :

* Motorisation : 4 cylindres, 5 chevaux

* Couleur : Gris (peinture d'origine)

- Équipement intérieur :

* Climatisation automatique (Climatronic)

* Ordinateur de bord

* Écran tactile avec Radio, Aux, USB et Bluetooth

* Volant multifonctions

* Accoudoir central

- Sécurité et assistance :

* Caméra et radar de recul

* Feux de jour et antibrouillards

* Airbags

* Capteurs de lumière

* Système Start/Stop

- Équipement extérieur :

* Rétroviseurs rabattables

* Jantes aluminium 17 pouces

* 4 pneus neufs + roue de secours intacte

* Pack chromes

- Autres avantages :

* Double clé disponible

* Toutes les vitres électriques

* Fermeture centrale assistée

Kilométrage: 102.000 km

Couleur du véhicule: Gris

Etat du véhicule: Nouveau

Boite: Manuelle

Année: 2018

Cylindrée: 1.2L

Marque: Kia

Modèle: Rio

Puissance fiscale: 5 CV

Type de carrosserie: Compacte

Carburant: Essence"
Mercedes-Benz Classe B Confort,45 000 DT,183 000 km,2012,Traction,Manuelle,7 cv,Essence,Tunis,1ère main bien entretenue en très bon état
Mercedes-Benz Classe E,125 000 DT,173 520 km,2016,Intégrale,Automatique,10 cv,Essence,Sfax,"Berline, 10 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Autoradio, Android Auto, Bluetooth, Connectivité Aux, usb, iPod, Sièges sport, Sièges massants, Sièges réglables en hauteur, Volant/levier de vitesse en cuir, Volant multi-fonctions, Volant réglable hauteur/profondeur"
Mercedes-Benz Classe A Berline,149 000 DT,22 000 km,2022,Intégrale,Automatique,8 cv,Hybride,La Manouba,Importe première main
Mazda CX-9,35 000 DT,171 500 km,2010,Intégrale,Automatique,20 cv,Essence,Nabeul,"- Mise en circulation 04/2010
- Kilométrage : 171.500 km
- Energie : Essence
- Puissance fiscale : 20 CV
- 7 places
- Boite de vitesse Automatique
- Sièges électriques
- Sound Bose
- Volant en cuir multifonctions
- Climatisation automatique
- Sellerie CUIR
- régulateur de vitesse
- Toit ouvrant
- radar de stationnement
- Jantes en aluminium 20”

Possibilité d'échange."
Peugeot 208 Like,27 800 DT,177 000 km,2016,Traction,Manuelle,5 cv,Essence,Tunis,"Berline, 5 cv, transmission Traction, Autoradio CD/Mp3, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, 3 appuis têtes arrières"
Mercedes-Benz Classe C coupé,175 000 DT,75 000 km,2019,Propulsion,Automatique,10 cv,Essence,Tunis,"Unique Mercedes C coupé, modèle restylé, état irréprochable, première main, entretiens à jour avec factures à l’appui, pneus neufs.
Full options pack Amg, toit panoramique, black line extérieur, etc.
Non sérieux s’abstenir"
Opel Corsa Edition,25 000 DT,191 000 km,2015,Traction,Manuelle,5 cv,Essence,Monastir,"Av opel corsa E propre 2016 191000km
Vitres électriques climatisé assisté électriques"
Audi A4,48 000 DT,302 000 km,2012,Traction,Automatique,7 cv,Essence,Tunis,"Audi A4 1.8 TFSI Ambition Luxe - Première Main

 Modèle : Audi A4 1.8 TFSI
Puissance fiscale : 7 CV
Carburant : Essence
Année : Fin 2012
Kilométrage : 302 000 km
Pack : Ambition Luxe
Propriétaire unique : Première main
État : Très bon (aucun problème d'huile)
Clés : 2 clés dont une jamais utilisée
  Équipements et options :

Boîte automatique
Aide au démarrage en côte
Arrêt et redémarrage auto. du moteur
Capteur de luminosité
Capteur de pluie
Frein de stationnement électrique automatique
Limiteur de vitesse
Régulateur de vitesse
Volant réglable (hauteur et profondeur)
Feux LED
Radar de stationnement avant et arrière
Rétroviseurs rabattables électriquement
Rétroviseurs électriques
Jantes Alu 17""
Lave-phares
Intérieur cuir
Levier de vitesse en cuir
Sièges électriques (conducteur et passager avant)
Climatronic (climatisation automatique )
Rideaux de vitre latérale arrière
Rideaux de vitre arrière électrique

 Contactez-moi pour plus d'informations ou pour fixer un rendez-vous."
Opel Combo Cargo Confort L1H1 650 kg,64 500 DT,3 000 km,2024,Traction,Manuelle,5 cv,Diesel,Sousse,"Première main
3000 km
Voiture neuve"
Mercedes-Benz Classe C,166 800 DT,92 500 km,2020,Intégrale,Automatique,8 cv,Diesel,Tunis,"Mercedes C 200  AMG
pour plus d'informations contactez le 52709445
arrivée au mois de septembre à Tunis"
KIA Rio 5p SX,50 000 DT,110 000 km,2019,Traction,Manuelle,5 cv,Essence,Tunis,Première et unique main. Véhicule bien entretenu
Mercedes-Benz Classe C,99 000 DT,197 000 km,2016,Traction,Automatique,7 cv,Diesel,Ben Arous,"Berline, 7 cv, transmission Traction"
Peugeot 308,26 000 DT,200 000 km,2011,Traction,Manuelle,6 cv,Essence,Médenine,Num tel 97105744
Peugeot 2008,50 000 DT,144 000 km,2017,Traction,Manuelle,5 cv,Essence,Tunis,"Peugeot 2008 - Novembre 2017 - Essence 5CV

Prix : 50.000 TND
Kilométrage : 144.000 KM
Couleur : Gris platinium

Toit panoramique
Caméra de recul avec détecteur de stationnement
Régulateur et limiteur de vitesse
Commandes au volant
Rétroviseurs électriques et rabattables automatiquement
Climatisation automatique
Feux LED automatiques et détecteur de pluie
Écran tactil (USB; Bluetooth; CD...)
4 vitres électriques
3 vitres arrières teintées d'origine

Véhicule très bien entretenu, entretiens reguliers

Roues et batterie récemment changées.

Moteur changé chez la maison Peugeot en 2022.

Téléphone : 58313665"
Volkswagen Golf 8 GTE,145 000 DT,26 000 km,2021,Traction,Automatique,5 cv,Hybride,Ariana,"Citadine, 5 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Apple Carplay, Android Auto, Bluetooth, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Navigation, Sièges sport, Sièges chauffants, Sièges ventilés, Sièges réglables en hauteur, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Volant chauffant"
Mercedes-Benz CLA,215 000 DT,6 000 km,2024,Traction,Automatique,8 cv,Hybride,Ariana,"Coupé, 8 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Apple Carplay, Android Auto, Bluetooth, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, Volant réglable hauteur/profondeur, Volant chauffant"
Great Wall Poer MT,82 000 DT,136 000 km,2021,Intégrale,Manuelle,11 cv,Diesel,Sousse,"Pick up, 11 cv, transmission Intégrale"
Audi Q5,79 000 DT,157 000 km,2013,Intégrale,Automatique,10 cv,Diesel,Ariana,"Prix :79.000
Possibilité D'échange
 AUDI Q5
 S-Line
Quattro
Modele : 06 / 2013
Kilométrage : 157 000 km Certifié
Puissance fiscale : 10 cv
Energie : Diesel 2.0L
1ère main
Climatronic
Radar de positionnement AV/AR
Toit Panoramique
Boite Automatique
Jantes 20""
Rideaux latéraux
Volant multifonction
Sièges en cuir
Feux LED / Xénon
Boiserie
Vitres teintées
------------------------------------
Expert AUTO
 24 194 040"
Nissan Qashqai,69 000 DT,97 000 km,2018,Traction,Automatique,6 cv,Essence,Ariana,"Prix : 69.000
Possibilité D'échange
 NISSAN QASHQAI
Modele : 09/2018
Blanche Nacrée
Kilométrage : 97.000 km
Puissance fiscale : 6 cv
Energie : Essence
Tu 234
Camera 360°
Boite Automatique
Climatronic
Toit Panoramique
Vitres teintées
Start / Stop
Xénon / LED
Volant mutifonction
------------------------------------
Expert AUTO
 24 194 040"
Ford Focus,49 900 DT,68 000 km,2017,Traction,Manuelle,6 cv,Essence,Tunis,"Première main, en excellent état."
Chery Tiggo 2,41 500 DT,100 000 km,2019,Traction,Manuelle,6 cv,Essence,Tunis,Voiture presque neuve très bien entretenu chez la maison mère Ttes options tel 56 579 006
Volkswagen Golf 7,48 000 DT,310 000 km,2013,Traction,Automatique,5 cv,Essence,Sousse,"Golf 7 essence boite automatique 7 rapports

-5,  2013
- Double clées
- volant multifonctions
- roue de secours
- capteurs avant et arrière
- jamais accidenter
- Kilométrage 310k
- salon semi cuire marron
- 4 vitres électriques
- allumage automatique
- climatiseur / chauffage
- retroviseur batman
- allumage antibrouillard auto gauche/droite
- allume cigare
- freinman électrique
- spoiler carbon
- retroviseur anti eblouissement
- retroviseur droite exterieur de parking auto
- poste originale VW bluetooth
- double échappement akrapovic
- exhaust valve compresseur with double remote for pop and bang ( sout t7el w tsaker bel commande  )

Num : 28245205

Tres bien entretenue ,économique & puissante  karhba mashallah hajti b flous wela me nbi3ech"
Audi A3 Berline Advanced,140 000 DT,20 000 km,2022,Traction,Automatique,8 cv,Essence,Ben Arous,"Berline, 8 cv, transmission Traction, Accoudoir avant, Affichage tête haute, Autoradio, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges réglables en hauteur, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Seat Leon,40 000 DT,194 000 km,2014,Traction,Manuelle,5 cv,Essence,Sfax,"Voiture bien entretenue : pneu neuf, pompe à eau et courroie de distribution changé récemment
double clé
Prix légèrement négociable"
Ssangyong Tivoli,58 000 DT,160 000 km,2018,Traction,Automatique,8 cv,Essence,Tunis,"À vendre : Ssangyong Tivoli 1.6 Essence - Automatique

État exceptionnel pour ce Ssangyong Tivoli 1.6 essence avec boîte automatique. Très bien entretenu, ce modèle est idéal pour ceux recherchant confort, sécurité et performance.

Marque : Ssangyong
Modèle : Tivoli
Énergie : Essence
Boîte de vitesses : Automatique
Kilométrage : 160,000 km
Puissance : 8 CV
État général : Excellent
Mise en circulation : Novembre 2018
Prix : 58,000 DT
Tel : 98 346 106
Ce véhicule est prêt à l’emploi et ne nécessite aucun frais supplémentaire. Contactez-nous dès maintenant pour plus d'informations ou pour organiser une visite."
Mercedes-Benz GLA,180 000 DT,72 000 km,2021,Intégrale,Automatique,8 cv,Hybride,Tunis,"A vendre une Mercedes GLA 250e hybride rechargeable importée et achetée récemment du concessionnaire officiel Mercedes en France, en full options:


• Câbles et adaptateurs de rechage originaux Mercedes
• Toit ouvrant panoramique
• Assistant de feux de route adaptatif
• Assistant de stationnement actif avec ensemble de stationnement
• Assistant de freinage
• Sélection dynamique
• Système de protection des piétons et prevention des collisions
• Recharge avec et sans fil pour téléphones portables
• Assistant de maintien de voie
• Régulateur de vitesse
• Assistance aux angles morts
• Fonctionnement par écran tactile
• Antipatinage
• Reconnaissance des panneaux de signalisation
• Rétroviseurs électriques et rabattables
• Climatisation automatique bi zone"
