Price,Mileage,Year,Transmission,Gearbox,Horsepower,Fuel Type,Location,Brand,Model,Exterior Color,Interior Color,Upholstery,Seats,Doors,Energy,Gearbox Type,Fiscal Power,Transmission Type,Engine Displacement
79 009DT,300 000km,07.1996,Intégrale,Manuelle,17cv,Diesel,Ariana,Toyota,Land Cruiser,Vert,Gris,Similicuir,5,5,Diesel,Manuelle,17cv,Intégrale,4200cm³
414 171DT,16 000km,08.2021,Traction,Automatique,23cv,Essence,Tunis,Audi,Q8,Bleu,Gris,Cuir intégral,5,5,Essence,Automatique,23cv,Traction,3000cm³
91 761DT,45 000km,06.2023,Propulsion,Manuelle,6cv,Diesel,Tunis,Peugeot,Landtrek Simple Cabine,Blanc,Noir,Similicuir,2,2,Diesel,Manuelle,6cv,Propulsion,1910cm³
179 172DT,164 000km,04.2016,Traction,Automatique,16cv,Diesel,Ben Arous,Land Rover,Range Rover Sport,Blanc,Noir,Similicuir,5,4,Diesel,Automatique,16cv,Traction,2998cm³
184 434DT,31 235km,07.2021,Traction,Automatique,8cv,Hybride rechargeable essence,Ariana,Mercedes-Benz,CLA,Noir,Noir,Alcantara,5,4,Hybride rechargeable essence,Automatique,8cv,Traction,1300cm³
85 152DT,155 000km,12.2017,Traction,Automatique,6cv,Essence,Tunis,Toyota,C-HR,Marron,Autre,Similicuir,5,5,Essence,Automatique,6cv,Traction,1200cm³
90 596DT,4 200km,05.2022,Intégrale,Manuelle,5cv,Essence,Tunis,KIA,Rio 5p,Noir,Noir,Cuir intégral,5,4,Essence,Manuelle,5cv,Intégrale,1199cm³
68 276DT,200 000km,01.2018,Traction,Manuelle,7cv,Essence,Tunis,Ssangyong,Tivoli,Bleu,Beige,Similicuir,5,4,Essence,Manuelle,7cv,Traction,cm³
68 187DT,180 000km,02.2011,Traction,Manuelle,9cv,Essence,Ariana,Audi,A5 Cabriolet,Blanc,Rouge,Cuir intégral,4,3,Essence,Manuelle,9cv,Traction,1000cm³
54 611DT,145 000km,12.2017,Propulsion,Manuelle,7cv,Essence,Kasserine,BAIC YX,Kenbo S3,Blanc,Noir,Cuir intégral,7,5,Essence,Manuelle,7cv,Propulsion,1498cm³
251 544DT,39 000km,06.2022,Traction,Automatique,9cv,Essence,Tunis,Mercedes-Benz,Classe E,Noir,Marron,Similicuir,5,4,Essence,Automatique,9cv,Traction,cm³
128 900DT,74 000km,01.2016,Traction,Automatique,8cv,Essence,Tunis,Mercedes-Benz,GLA,Blanc,Noir,Alcantara,5,5,Essence,Automatique,8cv,Traction,1595cm³
143 808DT,132 000km,09.2017,Traction,Automatique,9cv,Essence,Ben Arous,Mercedes-Benz,Classe E,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1600cm³
59 932DT,31 000km,11.2021,Intégrale,Manuelle,4cv,Essence,Ariana,Hyundai,Grand i10,Blanc,Noir,Tissu,4,4,Essence,Manuelle,4cv,Intégrale,998cm³
85 046DT,191 000km,07.2017,Propulsion,Automatique,8cv,Diesel,Mahdia,Volkswagen,Golf 7,Gris Shark,Noir,Tissu,5,5,Diesel,Automatique,8cv,Propulsion,1968cm³
93 767DT,74 000km,01.2019,Propulsion,Automatique,8cv,Essence,Tunis,Jeep,Renegade,Blanc,Noir,Cuir intégral,5,5,Essence,Automatique,8cv,Propulsion,1400cm³
238 665DT,127 000km,01.2017,Intégrale,Automatique,16cv,Diesel,Ben Arous,Land Rover,Range Rover Sport,Noir,Noir,Cuir intégral,5,5,Diesel,Automatique,16cv,Intégrale,2933cm³
153 138DT,40 000km,08.2020,Traction,Automatique,7cv,Essence,Tunis,BMW,Série 1,Gris Shark,Gris,Alcantara,5,5,Essence,Automatique,7cv,Traction,1200cm³
40 606DT,245 000km,09.2016,Traction,Manuelle,5cv,Diesel,Monastir,Citroën,Nemo,Blanc,Noir,Tissu,2,3,Diesel,Manuelle,5cv,Traction,1248cm³
63 799DT,88 000km,02.2021,Traction,Manuelle,5cv,Diesel,Nabeul,Citroën,C3,Noir,Noir,Tissu,5,5,Diesel,Manuelle,5cv,Traction,1499cm³
56 222DT,240 000km,08.2011,Traction,Manuelle,7cv,Essence,Ben Arous,Volkswagen,Passat,Gris argent,Noir,Tissu,5,5,Essence,Manuelle,7cv,Traction,1399cm³
59 140DT,83 000km,11.2020,Traction,Manuelle,6cv,Essence,Gabès,Fiat,Doblo,Blanc,Gris,Tissu,5,5,Essence,Manuelle,6cv,Traction,1000cm³
64 544DT,148 000km,10.2020,Traction,Manuelle,5cv,Diesel,Nabeul,Peugeot,Partner,Blanc,Noir,Tissu,2,2,Diesel,Manuelle,5cv,Traction,1499cm³
67 160DT,170 000km,10.2008,Traction,Automatique,11cv,Essence,Tunis,Mercedes-Benz,Classe C,Gris argent,Gris,Tissu,5,4,Essence,Automatique,11cv,Traction,899cm³
207 925DT,27 000km,03.2022,Intégrale,Automatique,9cv,Essence,Tunis,Mercedes-Benz,Classe C,Noir,Marron,Cuir intégral,4,5,Essence,Automatique,9cv,Intégrale,1496cm³
100 967DT,132 000km,10.2015,Traction,Automatique,10cv,Essence,Tunis,Audi,A5 Sportback,Bleu,Gris,Similicuir,5,5,Essence,Automatique,10cv,Traction,1800cm³
74 454DT,161 000km,10.2009,Propulsion,Automatique,12cv,Diesel,Tunis,Mercedes-Benz,Classe E,Noir,Gris,Cuir partiel,5,4,Diesel,Automatique,12cv,Propulsion,2500cm³
103 174DT,111 111km,02.2019,Traction,Automatique,8cv,Essence,Tunis,KIA,Sportage,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,1599cm³
90 346DT,134 000km,01.2017,Propulsion,Manuelle,6cv,Essence,Ben Arous,Mercedes-Benz,Classe A,Noir,Noir,Similicuir,5,5,Essence,Manuelle,6cv,Propulsion,1800cm³
88 576DT,85 000km,10.2020,Traction,Automatique,6cv,Essence,Tunis,Toyota,Corolla,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,6cv,Traction,1200cm³
97 464DT,111 111km,02.2019,Traction,Automatique,8cv,Essence,Tunis,KIA,Sportage,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,1599cm³
126 296DT,30 000km,02.2022,Traction,Automatique,8cv,Essence,Ariana,Skoda,Octavia,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,1390cm³
54 893DT,165 000km,02.2019,Traction,Automatique,5cv,Diesel,Monastir,Renault,Clio,Blanc,Noir,Similicuir,5,5,Diesel,Automatique,5cv,Traction,cm³
70 327DT,120 000km,05.2014,Traction,Automatique,9cv,Essence,Ariana,BMW,Série 1,Blanc,Noir,Similicuir,5,5,Essence,Automatique,9cv,Traction,1000cm³
129 697DT,145 000km,09.2017,Intégrale,Automatique,9cv,Essence,Sfax,Volkswagen,Tiguan,Noir,Noir,Cuir intégral,5,4,Essence,Automatique,9cv,Intégrale,1390cm³
58 474DT,183 000km,12.2012,Traction,Manuelle,7cv,Essence,Tunis,Mercedes-Benz,Classe B,Noir,Beige,Similicuir,5,5,Essence,Manuelle,7cv,Traction,1595cm³
100 923DT,78 000km,07.2021,Traction,Automatique,9cv,Essence,Ben Arous,Haval,Jolion,Noir,Autre,Similicuir,5,4,Essence,Automatique,9cv,Traction,1498cm³
106 270DT,26 000km,08.2022,Traction,Automatique,8cv,Essence,Tunis,Nissan,Qashqai,Rouge,Noir,Tissu,5,4,Essence,Automatique,8cv,Traction,1300cm³
72 404DT,161 000km,10.2009,Propulsion,Automatique,12cv,Diesel,Tunis,Mercedes-Benz,Classe E,Noir,Gris,Cuir partiel,5,4,Diesel,Automatique,12cv,Propulsion,2500cm³
265 552DT,155 000km,10.2014,Propulsion,Automatique,32cv,Essence,Tunis,Mercedes-Benz,Classe GL,Blanc,Marron,Similicuir,7,5,Essence,Automatique,32cv,Propulsion,4700cm³
76 446DT,48 000km,07.2019,Traction,Manuelle,7cv,Essence,Nabeul,Renault,Megane Sedan,Gris argent,Noir,Tissu,5,4,Essence,Manuelle,7cv,Traction,1197cm³
77 219DT,160 000km,04.2017,Traction,Automatique,6cv,Essence,Tunis,Skoda,Octavia,Noir,Marron,Cuir intégral,5,5,Essence,Automatique,6cv,Traction,1399cm³
69 690DT,165 000km,08.2014,Traction,Manuelle,6cv,Essence,Tunis,Nissan,Qashqai,Noir,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1399cm³
35 713DT,164 000km,02.2013,Traction,Manuelle,5cv,Essence,La Manouba,Citroën,C-Elysée,Bleu,Beige,Similicuir,5,5,Essence,Manuelle,5cv,Traction,1199cm³
60 429DT,55 000km,05.2020,Traction,Manuelle,6cv,Essence,Sousse,Chery,Tiggo 2,Rouge,Noir,Similicuir,5,5,Essence,Manuelle,6cv,Traction,1497cm³
360 810DT,37 000km,06.2020,Intégrale,Automatique,19cv,Hybride essence,Tunis,Land Rover,Range Rover Sport,Blanc,Beige,Cuir intégral,5,4,Hybride essence,Automatique,19cv,Intégrale,2000cm³
225 535DT,80 000km,06.2022,Traction,Automatique,9cv,Essence,Tunis,Mercedes-Benz,Classe C,Noir,Noir,Alcantara,5,5,Essence,Automatique,9cv,Traction,1599cm³
61 548DT,17 000km,09.2023,Traction,Automatique,5cv,Essence,Tunis,Toyota,Agya,Gris argent,Noir,Tissu,5,5,Essence,Automatique,5cv,Traction,1200cm³
55 106DT,95 000km,07.2016,Traction,Manuelle,5cv,Essence,Ben Arous,Peugeot,308,Gris anthracite,Noir,Tissu,5,4,Essence,Manuelle,5cv,Traction,1199cm³
77 782DT,36 000km,08.2020,Traction,Manuelle,9cv,Diesel,Monastir,Foton,AUMARK TX 3511,Blanc,Gris,Tissu,2,2,Diesel,Manuelle,9cv,Traction,2880cm³
182 525DT,30 000km,01.2023,Traction,Automatique,7cv,Essence,Ariana,Mercedes-Benz,CLA,Blanc,Noir,Alcantara,5,4,Essence,Automatique,7cv,Traction,1300cm³
56 233DT,67 000km,04.2017,Traction,Manuelle,6cv,Essence,Sfax,Peugeot,2008,Rouge,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1200cm³
139 398DT,73 000km,10.2021,Traction,Automatique,7cv,Essence,Nabeul,Mercedes-Benz,Classe A,Blanc,Noir,Alcantara,5,5,Essence,Automatique,7cv,Traction,1498cm³
59 816DT,245 000km,02.2014,Traction,Manuelle,7cv,Essence,Tunis,Audi,A4,Noir,Gris,Similicuir,5,4,Essence,Manuelle,7cv,Traction,1798cm³
84 147DT,97 000km,09.2018,Traction,Automatique,6cv,Essence,Ariana,Nissan,Qashqai,Blanc,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1200cm³
96 584DT,112 000km,07.2007,Traction,Automatique,19cv,Essence,Ben Arous,Mercedes-Benz,Classe S,Noir,Beige,Similicuir,5,4,Essence,Automatique,19cv,Traction,3498cm³
92 565DT,135 000km,07.2011,Traction,Automatique,10cv,Essence,Tunis,Mercedes-Benz,Classe E,Noir,Beige,Cuir intégral,5,5,Essence,Automatique,10cv,Traction,1800cm³
88 179DT,160 000km,10.2013,Intégrale,Automatique,8cv,Essence,Tunis,Mercedes-Benz,CLA,Gris argent,Noir,Alcantara,5,4,Essence,Automatique,8cv,Intégrale,1800cm³
106 562DT,100 000km,12.2019,Traction,Manuelle,7cv,Diesel,Tunis,KIA,Sportage,Blanc,Noir,Cuir intégral,5,4,Diesel,Manuelle,7cv,Traction,1598cm³
64 443DT,34 000km,12.2022,Traction,Manuelle,5cv,Essence,Ben Arous,Hyundai,Grand i10,Noir,Noir,Tissu,5,4,Essence,Manuelle,5cv,Traction,1198cm³
64 480DT,121 000km,08.2017,Traction,Manuelle,5cv,Diesel,Tunis,Volkswagen,Caddy,Marron,Noir,Similicuir,2,4,Diesel,Manuelle,5cv,Traction,1600cm³
152 280DT,24 000km,03.2023,Traction,Automatique,16cv,Essence,Tunis,MG,RX8,Noir,Marron,Cuir partiel,5,5,Essence,Automatique,16cv,Traction,2000cm³
124 471DT,175 000km,01.2016,Propulsion,Automatique,8cv,Essence,Ariana,Mercedes-Benz,Classe C,Gris anthracite,Noir,Cuir intégral,5,5,Essence,Automatique,8cv,Propulsion,1600cm³
96 145DT,35 000km,11.2022,Traction,Automatique,6cv,Essence,Ben Arous,Toyota,Corolla,Gris argent,Noir,Tissu,5,4,Essence,Automatique,6cv,Traction,1198cm³
168 400DT,122 000km,03.2021,Traction,Automatique,9cv,Essence,Ben Arous,Audi,Q3 Sportback,Blanc,Noir,Similicuir,5,4,Essence,Automatique,9cv,Traction,1398cm³
57 481DT,170 000km,05.2018,Traction,Manuelle,5cv,Diesel,Tunis,Citroën,Berlingo Utilitaire,Blanc,Noir,Tissu,2,3,Diesel,Manuelle,5cv,Traction,1299cm³
104 704DT,150 000km,08.2009,Traction,Automatique,31cv,Essence,Ariana,BMW,Série 7,Noir,Beige,Cuir intégral,5,4,Essence,Automatique,31cv,Traction,5000cm³
183 975DT,75 000km,01.2020,Traction,Automatique,10cv,Diesel,Ben Arous,Jaguar,XE,Gris argent,Noir,Cuir intégral,5,5,Diesel,Automatique,10cv,Traction,2000cm³
149 841DT,85 000km,10.2020,Traction,Automatique,6cv,Diesel,Nabeul,Mercedes-Benz,Classe C,Noir,Noir,Alcantara,5,4,Diesel,Automatique,6cv,Traction,1798cm³
197 988DT,70 000km,01.2021,Traction,Automatique,8cv,Essence,Tunis,Audi,A5 Sportback,Noir,N/A,N/A,N/A,N/A,Essence,Automatique,8cv,Traction,N/A
54 745DT,19 000km,12.2022,Traction,Manuelle,4cv,Essence,Nabeul,Renault,Kwid Populaire,Gris argent,Noir,Tissu,5,5,Essence,Manuelle,4cv,Traction,999cm³
97 738DT,180 000km,07.2016,Intégrale,Manuelle,7cv,Diesel,Tunis,Volkswagen,Amarok,Marron,N/A,N/A,N/A,N/A,Diesel,Manuelle,7cv,Intégrale,N/A
85 329DT,83 000km,05.2018,Propulsion,Manuelle,7cv,Essence,Tunis,Renault,Kadjar,Noir,Noir,Cuir partiel,5,4,Essence,Manuelle,7cv,Propulsion,1197cm³
40 292DT,210 000km,03.2010,Traction,Manuelle,5cv,Essence,Tunis,Alfa Romeo,Mito,Gris anthracite,Beige,Tissu,4,2,Essence,Manuelle,5cv,Traction,1398cm³
46 485DT,310 000km,12.2011,Propulsion,Automatique,6cv,Diesel,Ariana,Volkswagen,Golf 6,Noir,Noir,Tissu,5,4,Diesel,Automatique,6cv,Propulsion,1600cm³
57 906DT,323 000km,09.2010,Traction,Manuelle,7cv,Diesel,Ben Arous,Audi,A6,Noir,Noir,Similicuir,5,4,Diesel,Manuelle,7cv,Traction,1998cm³
87 096DT,283 000km,11.2007,Traction,Automatique,15cv,Diesel,Ariana,BMW,X5,Noir,Autre,Similicuir,7,5,Diesel,Automatique,15cv,Traction,2998cm³
58 782DT,58 000km,07.2020,Traction,Manuelle,7cv,Essence,Tunis,Lada,4x4,Noir,Noir,Tissu,5,5,Essence,Manuelle,7cv,Traction,1499cm³
156 017DT,75 000km,10.2019,Traction,Automatique,8cv,Diesel,Sousse,Volkswagen,Tiguan,Gris anthracite,Noir,Cuir intégral,5,4,Diesel,Automatique,8cv,Traction,1968cm³
107 997DT,99 600km,09.2020,Traction,Manuelle,6cv,Essence,Ariana,Volkswagen,T-roc,Blanc,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1000cm³
46 438DT,15 000km,04.2023,Traction,Manuelle,5cv,Essence,Ben Arous,Mahindra,KUV 100,Blanc,Noir,Tissu,5,4,Essence,Manuelle,5cv,Traction,1198cm³
168 973DT,90 000km,07.2018,Traction,Automatique,11cv,Essence,Tunis,Mercedes-Benz,Classe E coupé,Noir,Noir,Tissu,4,2,Essence,Automatique,11cv,Traction,1991cm³
92 471DT,343 000km,03.2016,Traction,Automatique,8cv,Essence,Ben Arous,Mercedes-Benz,Classe C,Blanc,Noir,Tissu,5,4,Essence,Automatique,8cv,Traction,1595cm³
138 306DT,87 000km,12.2021,Intégrale,Manuelle,6cv,Diesel,Ben Arous,BMW,Série 1,Rouge,Gris,Cuir intégral,5,5,Diesel,Manuelle,6cv,Intégrale,1496cm³
148 683DT,140 000km,01.2021,Traction,Automatique,7cv,Essence,Tunis,BMW,Série 4 Coupé,Bleu,Noir,Tissu,5,5,Essence,Automatique,7cv,Traction,1000cm³
137 701DT,223 000km,05.2017,Traction,Automatique,9cv,Essence,Ben Arous,Mercedes-Benz,Classe E,Noir,Marron,Alcantara,5,4,Essence,Automatique,9cv,Traction,1598cm³
69 884DT,101 000km,04.2016,Traction,Automatique,6cv,Essence,Ben Arous,Ford,Ecosport,Noir,Gris,Tissu,5,4,Essence,Automatique,6cv,Traction,1498cm³
130 029DT,101 000km,12.2020,Traction,Automatique,7cv,Essence,Ben Arous,Mercedes-Benz,Classe A,Noir,Noir,Similicuir,5,4,Essence,Automatique,7cv,Traction,1298cm³
72 851DT,140 000km,08.2008,Traction,Automatique,17cv,Essence,Ariana,Jaguar,XJ,Beige,Beige,Cuir intégral,5,4,Essence,Automatique,17cv,Traction,3000cm³
62 056DT,82 200km,03.2021,Traction,Manuelle,4cv,Hybride essence,Sousse,Fiat,500,Gris anthracite,Beige,Cuir intégral,5,2,Hybride essence,Manuelle,4cv,Traction,1000cm³
86 145DT,506 000km,06.1996,Traction,Manuelle,17cv,Diesel,Tunis,Toyota,Land Cruiser,Blanc,Autre,Similicuir,5,5,Diesel,Manuelle,17cv,Traction,4198cm³
100 187DT,97 000km,05.2021,Traction,Automatique,11cv,Essence,Tunis,Citroën,C5 Aircross,Blanc,Marron,Cuir intégral,5,5,Essence,Automatique,11cv,Traction,1170cm³
62 397DT,109 000km,08.2014,Traction,Manuelle,7cv,Essence,Sousse,Volkswagen,Golf 7,Blanc,Noir,Tissu,5,5,Essence,Manuelle,7cv,Traction,1200cm³
41 457DT,180 000km,06.2008,Traction,Manuelle,6cv,Essence,Ben Arous,Peugeot,207,Gris Shark,Gris,Tissu,5,5,Essence,Manuelle,6cv,Traction,1640cm³
92 921DT,125 000km,10.2019,Traction,Manuelle,6cv,Essence,Ben Arous,Audi,A3 Sportback,Gris argent,Gris,Tissu,5,5,Essence,Manuelle,6cv,Traction,1200cm³
96 524DT,95 100km,04.2019,Traction,Automatique,10cv,Essence,Ariana,KIA,Sportage,Beige,Beige,Cuir intégral,5,4,Essence,Automatique,10cv,Traction,1999cm³
51 700DT,142 000km,07.2018,Traction,Manuelle,5cv,Essence,Tunis,Volkswagen,Polo Sedan,Gris argent,Noir,Tissu,5,4,Essence,Manuelle,5cv,Traction,1390cm³
40 913DT,132 896km,11.2016,Traction,Manuelle,5cv,Diesel,Ariana,Fiat,Fiorino,Blanc,Noir,Tissu,2,3,Diesel,Manuelle,5cv,Traction,2000cm³
38 894DT,210 000km,03.2010,Traction,Manuelle,5cv,Essence,Tunis,Alfa Romeo,Mito,Gris anthracite,Beige,Tissu,4,2,Essence,Manuelle,5cv,Traction,1398cm³
86 232DT,200 000km,10.2019,Traction,Automatique,7cv,Essence,Tunis,BMW,Série 1,Noir,Noir,Tissu,5,5,Essence,Automatique,7cv,Traction,1499cm³
134 215DT,52 000km,12.2022,Traction,Automatique,8cv,Essence,Tunis,BMW,Série 2 Gran Coupé,Noir,Gris,Tissu,5,5,Essence,Automatique,8cv,Traction,1499cm³
96 094DT,159 000km,11.2019,Traction,Automatique,8cv,Essence,Tunis,KIA,Sportage,Bleu,Marron,Similicuir,5,5,Essence,Automatique,8cv,Traction,1600cm³
58 495DT,353 000km,07.2005,Intégrale,Automatique,15cv,Diesel,Tunis,BMW,X5,Bleu,Beige,Cuir intégral,5,4,Diesel,Automatique,15cv,Intégrale,2993cm³
99 864DT,140 000km,06.2015,Traction,Automatique,8cv,Essence,Ariana,Mercedes-Benz,Classe C,Noir,Beige,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,1600cm³
545 126DT,32 000km,01.2021,Intégrale,Automatique,33cv,Hybride essence,Tunis,Porsche,Panamera,Noir,Noir,Cuir intégral,4,4,Hybride essence,Automatique,33cv,Intégrale,4999cm³
91 071DT,148 000km,03.2020,Traction,Automatique,6cv,Diesel,Nabeul,Peugeot,3008,Noir,Noir,Tissu,5,5,Diesel,Automatique,6cv,Traction,1489cm³
54 579DT,170 000km,05.2018,Traction,Manuelle,5cv,Diesel,Tunis,Citroën,Berlingo Utilitaire,Blanc,Noir,Tissu,2,3,Diesel,Manuelle,5cv,Traction,1299cm³
77 381DT,125 000km,08.2017,Traction,Manuelle,6cv,Essence,Ben Arous,Volkswagen,Golf 7,Blanc,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1999cm³
65 972DT,220 865km,08.2017,Traction,Manuelle,6cv,Diesel,Nabeul,Nissan,Qashqai,Noir,Noir,Cuir intégral,5,5,Diesel,Manuelle,6cv,Traction,cm³
131 547DT,2 554km,07.2023,Traction,Automatique,11cv,Essence,Jendouba,Chery,Tiggo 8 Pro,Noir,Beige,Similicuir,7,5,Essence,Automatique,11cv,Traction,1598cm³
93 699DT,90 000km,09.2019,Traction,Automatique,9cv,Essence,Tunis,Haval,H6,Rouge,Noir,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1499cm³
148 347DT,102 000km,01.2021,Traction,Automatique,8cv,Essence,Tunis,Audi,A5 Sportback,Gris anthracite,Noir,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,1984cm³
72 364DT,54 000km,04.2021,Traction,Automatique,5cv,Essence,Tunis,Hyundai,Grand i10,Vert,Noir,Tissu,5,5,Essence,Automatique,5cv,Traction,1199cm³
216 877DT,115 000km,03.2014,Traction,Manuelle,8cv,Diesel,Ben Arous,Land Rover,Defender 110,Blanc,Noir,Similicuir,5,4,Diesel,Manuelle,8cv,Traction,2198cm³
88 987DT,8 000km,09.2022,Traction,Automatique,6cv,Essence,Sfax,KIA,Rio 5p,Gris Shark,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1399cm³
56 504DT,121 000km,07.2020,Traction,Manuelle,4cv,Essence,Tunis,Ford,Fiesta,Orange,Noir,Alcantara,5,4,Essence,Manuelle,4cv,Traction,1099cm³
52 248DT,206 000km,06.2012,Traction,Automatique,10cv,Essence,Tunis,KIA,Optima,Gris argent,Noir,Similicuir,5,4,Essence,Automatique,10cv,Traction,1998cm³
59 191DT,86 000km,03.2022,Traction,Manuelle,6cv,Essence,Médenine,Chery,Arrizo 3,Gris argent,Noir,Cuir partiel,5,5,Essence,Manuelle,6cv,Traction,1497cm³
167 672DT,80 000km,01.2019,Intégrale,Automatique,11cv,Hybride essence,Sousse,Mercedes-Benz,Classe C,Gris argent,Beige,Cuir intégral,5,5,Hybride essence,Automatique,11cv,Intégrale,1497cm³
233 906DT,82 415km,09.2020,Traction,Automatique,10cv,Hybride rechargeable essence,Ariana,Mercedes-Benz,GLC Coupé,Noir,Noir,Alcantara,5,4,Hybride rechargeable essence,Automatique,10cv,Traction,2000cm³
51 805DT,379 000km,03.2012,Traction,Automatique,10cv,Essence,Ben Arous,KIA,Optima,Gris anthracite,Gris,Similicuir,5,4,Essence,Automatique,10cv,Traction,1998cm³
297 392DT,35 000km,04.2019,Intégrale,Automatique,16cv,Essence,Tunis,Jaguar,XJL,Noir,Beige,Cuir intégral,4,4,Essence,Automatique,16cv,Intégrale,1999cm³
134 318DT,175 000km,07.2018,Propulsion,Automatique,8cv,Essence,Tunis,KIA,Sportage,Noir,Marron,Cuir intégral,5,5,Essence,Automatique,8cv,Propulsion,1600cm³
100 608DT,112 000km,10.2020,Intégrale,Automatique,6cv,Diesel,Tunis,Peugeot,2008,Blanc,Noir,Tissu,5,4,Diesel,Automatique,6cv,Intégrale,1500cm³
133 438DT,163 000km,06.2014,Traction,Automatique,16cv,Essence,Ben Arous,Jaguar,XJL,Noir,Beige,Similicuir,5,4,Essence,Automatique,16cv,Traction,1999cm³
51 591DT,481 000km,05.1991,Traction,Manuelle,11cv,Diesel,Ben Arous,Nissan,Patrol,Noir,Marron,Similicuir,4,2,Diesel,Manuelle,11cv,Traction,2798cm³
101 715DT,190 000km,10.2005,Propulsion,Automatique,18cv,Diesel,Tunis,BMW,Série 5,Bleu,Noir,Cuir partiel,5,5,Diesel,Automatique,18cv,Propulsion,3000cm³
44 576DT,130 000km,11.2016,Traction,Manuelle,4cv,Essence,Ariana,Citroën,C1,Blanc,Noir,Tissu,5,5,Essence,Manuelle,4cv,Traction,899cm³
298 045DT,35 000km,04.2019,Intégrale,Automatique,16cv,Essence,Tunis,Jaguar,XJL,Noir,Beige,Cuir intégral,4,4,Essence,Automatique,16cv,Intégrale,1999cm³
136 695DT,107 000km,09.2020,Propulsion,Automatique,7cv,Essence,Ben Arous,BMW,Série 4 Gran Coupé,Bleu,Noir,Alcantara,5,4,Essence,Automatique,7cv,Propulsion,1800cm³
59 021DT,190 000km,11.2015,Traction,Manuelle,6cv,Essence,Sousse,Ford,Focus sedan,Blanc,Gris,Tissu,5,4,Essence,Manuelle,6cv,Traction,999cm³
143 556DT,60 000km,06.2021,Intégrale,Automatique,8cv,Diesel,Tunis,KIA,Sportage,Noir,Noir,Cuir intégral,5,5,Diesel,Automatique,8cv,Intégrale,1600cm³
251 410DT,270 000km,02.2019,Intégrale,Automatique,11cv,Diesel,Tunis,Toyota,Prado,Blanc,Noir,Cuir intégral,7,4,Diesel,Automatique,11cv,Intégrale,3000cm³
80 106DT,210 000km,06.2018,Traction,Manuelle,6cv,Essence,Ben Arous,Audi,A3 Sportback,Gris argent,Noir,Alcantara,5,5,Essence,Manuelle,6cv,Traction,1000cm³
56 113DT,14 841km,11.2023,Intégrale,Manuelle,5cv,Diesel,Sfax,Fiat,Fiorino,Blanc,Noir,Tissu,2,2,Diesel,Manuelle,5cv,Intégrale,1560cm³
54 861DT,135 000km,05.2015,Traction,Automatique,7cv,Essence,Ben Arous,Skoda,Octavia,Noir,Noir,Tissu,5,4,Essence,Automatique,7cv,Traction,1398cm³
271 103DT,38 654km,10.2021,Traction,Automatique,12cv,Hybride rechargeable essence,Ariana,Mercedes-Benz,GLC Coupé,Noir,Marron,Cuir intégral,5,4,Hybride rechargeable essence,Automatique,12cv,Traction,2000cm³
94 760DT,87 000km,07.2018,Traction,Automatique,6cv,Essence,Tunis,Volkswagen,Golf 7,Noir,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1100cm³
57 129DT,135 000km,11.2021,Traction,Manuelle,5cv,Essence,Ben Arous,Renault,Clio,Gris argent,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1000cm³
132 837DT,200 000km,03.2011,Intégrale,Automatique,16cv,Diesel,Tunis,Land Rover,Range Rover Sport,Noir,Marron,Cuir partiel,5,5,Diesel,Automatique,16cv,Intégrale,3000cm³
88 801DT,11 000km,01.2024,Traction,Automatique,5cv,Essence,Ben Arous,Hyundai,i20,Noir,Noir,Tissu,5,5,Essence,Automatique,5cv,Traction,999cm³
50 541DT,67 000km,08.2022,Traction,Manuelle,5cv,Essence,Tunis,Suzuki,Swift,Gris argent,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,899cm³
65 904DT,117 000km,11.2019,Traction,Manuelle,6cv,Essence,Ben Arous,Suzuki,Ciaz,Blanc,Noir,Cuir intégral,5,4,Essence,Manuelle,6cv,Traction,1462cm³
131 725DT,76 000km,07.2021,Traction,Automatique,8cv,Hybride rechargeable essence,Ben Arous,Cupra,Formentor,Gris Shark,Noir,Alcantara,5,5,Hybride rechargeable essence,Automatique,8cv,Traction,1398cm³
118 032DT,114 000km,09.2021,Traction,Automatique,7cv,Hybride diesel,Tunis,KIA,Sportage Hybride,Gris argent,Noir,Tissu,5,5,Hybride diesel,Automatique,7cv,Traction,1599cm³
